"Journal" "Ais" "Ford" "Quantile" "Quantile 2017"
"PLANT BIOSYSTEMS" 0.29 "BIOLOGICAL_SCIENCES" 0.758 0.772
"BIOMEDICAL CHROMATOGRAPHY" 0.288 "BIOLOGICAL_SCIENCES" 0.759 0.724
"MAGNESIUM RESEARCH" 0.288 "BIOLOGICAL_SCIENCES" 0.759 0.772
"CIENCIAS MARINAS" 0.288 "BIOLOGICAL_SCIENCES" 0.76 0.787
"AQUATIC INSECTS" 0.288 "BIOLOGICAL_SCIENCES" 0.76 0.881
"BIOCHEMICAL GENETICS" 0.287 "BIOLOGICAL_SCIENCES" 0.761 0.759
"INDIAN JOURNAL OF MICROBIOLOGY" 0.287 "BIOLOGICAL_SCIENCES" 0.762 0.782
"MICROSCOPY RESEARCH AND TECHNIQUE" 0.286 "BIOLOGICAL_SCIENCES" 0.762 0.737
"BIOTA NEOTROPICA" 0.286 "BIOLOGICAL_SCIENCES" 0.763 0.763
"ACTA BOTANICA BRASILICA" 0.286 "BIOLOGICAL_SCIENCES" 0.763 0.823
"TURKISH JOURNAL OF BOTANY" 0.285 "BIOLOGICAL_SCIENCES" 0.764 0.789
"JOURNAL OF BIOLOGICAL PHYSICS" 0.285 "BIOLOGICAL_SCIENCES" 0.764 0.683
"TROPICAL PLANT PATHOLOGY" 0.284 "BIOLOGICAL_SCIENCES" 0.765 0.79
"HERPETOZOA" 0.284 "BIOLOGICAL_SCIENCES" 0.766 0.78
"ACTA AMAZONICA" 0.282 "BIOLOGICAL_SCIENCES" 0.766 0.967
"ECOSCIENCE" 0.279 "BIOLOGICAL_SCIENCES" 0.767 0.731
"GENETIC TESTING AND MOLECULAR BIOMARKERS" 0.278 "BIOLOGICAL_SCIENCES" 0.767 0.751
"NOVA HEDWIGIA" 0.278 "BIOLOGICAL_SCIENCES" 0.768 0.792
"ZOOLOGIA" 0.278 "BIOLOGICAL_SCIENCES" 0.768 0.732
"JOURNAL OF GENERAL PLANT PATHOLOGY" 0.277 "BIOLOGICAL_SCIENCES" 0.769 0.747
"AVIAN BIOLOGY RESEARCH" 0.277 "BIOLOGICAL_SCIENCES" 0.769 0.674
"AMERICAN MIDLAND NATURALIST" 0.277 "BIOLOGICAL_SCIENCES" 0.77 0.779
"CANADIAN JOURNAL OF PLANT SCIENCE" 0.276 "BIOLOGICAL_SCIENCES" 0.771 0.769
"ANIMAL BIOLOGY" 0.272 "BIOLOGICAL_SCIENCES" 0.771 0.752
"JOURNAL OF APPLIED BOTANY AND FOOD QUALITY" 0.27 "BIOLOGICAL_SCIENCES" 0.772 0.754
"JOURNAL OF FLUORESCENCE" 0.269 "BIOLOGICAL_SCIENCES" 0.772 0.758
"IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-PLANT" 0.269 "BIOLOGICAL_SCIENCES" 0.773 0.798
"BIOCHEMICAL SYSTEMATICS AND ECOLOGY" 0.269 "BIOLOGICAL_SCIENCES" 0.773 0.789
"PHYTOCOENOLOGIA" 0.268 "BIOLOGICAL_SCIENCES" 0.774 0.788
"TROPICAL PLANT BIOLOGY" 0.268 "BIOLOGICAL_SCIENCES" 0.775 0.583
"AFRICAN JOURNAL OF ECOLOGY" 0.268 "BIOLOGICAL_SCIENCES" 0.775 0.795
"EVOLUTIONARY ECOLOGY RESEARCH" 0.268 "BIOLOGICAL_SCIENCES" 0.776 0.63
"JOURNAL OF FRESHWATER ECOLOGY" 0.267 "BIOLOGICAL_SCIENCES" 0.776 0.783
"PLANT BIOTECHNOLOGY" 0.267 "BIOLOGICAL_SCIENCES" 0.777 0.816
"PROTEIN JOURNAL" 0.266 "BIOLOGICAL_SCIENCES" 0.777 0.803
"BRAZILIAN JOURNAL OF BIOLOGY" 0.266 "BIOLOGICAL_SCIENCES" 0.778 0.796
"JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS" 0.265 "BIOLOGICAL_SCIENCES" 0.779 0.765
"JOURNAL OF ASIA-PACIFIC ENTOMOLOGY" 0.264 "BIOLOGICAL_SCIENCES" 0.779 0.81
"ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY" 0.264 "BIOLOGICAL_SCIENCES" 0.78 0.696
"INVERTEBRATE REPRODUCTION & DEVELOPMENT" 0.264 "BIOLOGICAL_SCIENCES" 0.78 0.791
"BELGIAN JOURNAL OF ZOOLOGY" 0.264 "BIOLOGICAL_SCIENCES" 0.781 0.764
"ANALES DEL JARDIN BOTANICO DE MADRID" 0.264 "BIOLOGICAL_SCIENCES" 0.781 0.865
"BIOCHIP JOURNAL" 0.263 "BIOLOGICAL_SCIENCES" 0.782 0.873
"CHROMATOGRAPHIA" 0.262 "BIOLOGICAL_SCIENCES" 0.782 0.738
"JOURNAL OF BRYOLOGY" 0.262 "BIOLOGICAL_SCIENCES" 0.783 0.773
"BRAZILIAN JOURNAL OF OCEANOGRAPHY" 0.262 "BIOLOGICAL_SCIENCES" 0.784 0.78
"NEMATOLOGY" 0.26 "BIOLOGICAL_SCIENCES" 0.784 0.816
"NEW ZEALAND JOURNAL OF BOTANY" 0.258 "BIOLOGICAL_SCIENCES" 0.785 0.813
"ACTA BIOTHEORETICA" 0.258 "BIOLOGICAL_SCIENCES" 0.785 0.76
"IET SYSTEMS BIOLOGY" 0.257 "BIOLOGICAL_SCIENCES" 0.786 0.748
"VETERINARY AND COMPARATIVE ORTHOPAEDICS AND TRAUMATOLOGY" 0.257 "BIOLOGICAL_SCIENCES" 0.786 0.725
"FUTURE VIROLOGY" 0.257 "BIOLOGICAL_SCIENCES" 0.787 0.729
"ACTA SOCIETATIS BOTANICORUM POLONIAE" 0.257 "BIOLOGICAL_SCIENCES" 0.788 0.714
"MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY" 0.256 "BIOLOGICAL_SCIENCES" 0.788 0.825
"ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE" 0.256 "BIOLOGICAL_SCIENCES" 0.789 0.852
"LAKE AND RESERVOIR MANAGEMENT" 0.255 "BIOLOGICAL_SCIENCES" 0.789 0.823
"BIOCONTROL SCIENCE AND TECHNOLOGY" 0.255 "BIOLOGICAL_SCIENCES" 0.79 0.811
"GENETICS RESEARCH" 0.255 "BIOLOGICAL_SCIENCES" 0.79 0.49
"LIMNETICA" 0.255 "BIOLOGICAL_SCIENCES" 0.791 0.809
"AQUATIC MAMMALS" 0.254 "BIOLOGICAL_SCIENCES" 0.792 0.712
"INTERNATIONAL JOURNAL OF PEST MANAGEMENT" 0.253 "BIOLOGICAL_SCIENCES" 0.792 0.723
"BIOCATALYSIS AND BIOTRANSFORMATION" 0.252 "BIOLOGICAL_SCIENCES" 0.793 0.872
"INVASIVE PLANT SCIENCE AND MANAGEMENT" 0.252 "BIOLOGICAL_SCIENCES" 0.793 0.69
"ANNALS OF CARNEGIE MUSEUM" 0.252 "BIOLOGICAL_SCIENCES" 0.794 0.773
"ACTA BOTANICA CROATICA" 0.251 "BIOLOGICAL_SCIENCES" 0.794 0.85
"PHYTOTAXA" 0.25 "BIOLOGICAL_SCIENCES" 0.795 0.786
"BOTANY LETTERS" 0.25 "BIOLOGICAL_SCIENCES" 0.795 0.737
"JOURNAL OF CARBOHYDRATE CHEMISTRY" 0.25 "BIOLOGICAL_SCIENCES" 0.796 0.763
"JOURNAL OF GENETICS" 0.25 "BIOLOGICAL_SCIENCES" 0.797 0.77
"JOURNAL OF SPECTROSCOPY" 0.249 "BIOLOGICAL_SCIENCES" 0.797 0.774
"GENERAL PHYSIOLOGY AND BIOPHYSICS" 0.249 "BIOLOGICAL_SCIENCES" 0.798 0.781
"WATER AND ENVIRONMENT JOURNAL" 0.248 "BIOLOGICAL_SCIENCES" 0.798 0.766
"JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH" 0.247 "BIOLOGICAL_SCIENCES" 0.799 0.797
"ACTA HISTOCHEMICA ET CYTOCHEMICA" 0.247 "BIOLOGICAL_SCIENCES" 0.799 0.719
"AEROSPACE MEDICINE AND HUMAN PERFORMANCE" 0.247 "BIOLOGICAL_SCIENCES" 0.8 0.88
"REVISTA MEXICANA DE BIODIVERSIDAD" 0.246 "BIOLOGICAL_SCIENCES" 0.801 0.826
"EUROPEAN ZOOLOGICAL JOURNAL" 0.245 "BIOLOGICAL_SCIENCES" 0.801 0.978
"CHELONIAN CONSERVATION AND BIOLOGY" 0.245 "BIOLOGICAL_SCIENCES" 0.802 0.736
"NORDIC JOURNAL OF BOTANY" 0.244 "BIOLOGICAL_SCIENCES" 0.802 0.788
"NORTH-WESTERN JOURNAL OF ZOOLOGY" 0.244 "BIOLOGICAL_SCIENCES" 0.803 0.842
"JOURNAL OF PLANT PATHOLOGY" 0.244 "BIOLOGICAL_SCIENCES" 0.803 0.711
"AFRICAN JOURNAL OF WILDLIFE RESEARCH" 0.244 "BIOLOGICAL_SCIENCES" 0.804 0.907
"JOURNAL OF THE HISTORY OF BIOLOGY" 0.243 "BIOLOGICAL_SCIENCES" 0.805 0.546
"ISRAEL JOURNAL OF ECOLOGY & EVOLUTION" 0.242 "BIOLOGICAL_SCIENCES" 0.805 0.816
"ANNALES ZOOLOGICI" 0.241 "BIOLOGICAL_SCIENCES" 0.806 0.78
"JOURNAL OF PLANT BIOCHEMISTRY AND BIOTECHNOLOGY" 0.24 "BIOLOGICAL_SCIENCES" 0.806 0.807
"ARCHIV FUR MOLLUSKENKUNDE" 0.24 "BIOLOGICAL_SCIENCES" 0.807 0.873
"INTERNATIONAL JOURNAL OF TROPICAL INSECT SCIENCE" 0.238 "BIOLOGICAL_SCIENCES" 0.807 0.875
"OSTRICH" 0.238 "BIOLOGICAL_SCIENCES" 0.808 0.897
"ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA" 0.235 "BIOLOGICAL_SCIENCES" 0.808 0.844
"TROPICAL ECOLOGY" 0.234 "BIOLOGICAL_SCIENCES" 0.809 0.824
"SPIXIANA" 0.234 "BIOLOGICAL_SCIENCES" 0.81 0.854
"JOURNAL OF CHROMATOGRAPHIC SCIENCE" 0.233 "BIOLOGICAL_SCIENCES" 0.81 0.802
"AQUATIC ECOSYSTEM HEALTH & MANAGEMENT" 0.233 "BIOLOGICAL_SCIENCES" 0.811 0.818
"JOURNAL OF APICULTURAL SCIENCE" 0.233 "BIOLOGICAL_SCIENCES" 0.811 0.783
"IET NANOBIOTECHNOLOGY" 0.232 "BIOLOGICAL_SCIENCES" 0.812 0.768
"LUMINESCENCE" 0.232 "BIOLOGICAL_SCIENCES" 0.812 0.811
"BRITTONIA" 0.232 "BIOLOGICAL_SCIENCES" 0.813 0.812
"ACTA ICHTHYOLOGICA ET PISCATORIA" 0.232 "BIOLOGICAL_SCIENCES" 0.814 0.854
"ACTA HERPETOLOGICA" 0.231 "BIOLOGICAL_SCIENCES" 0.814 0.808
"RUSSIAN JOURNAL OF NEMATOLOGY" 0.231 "BIOLOGICAL_SCIENCES" 0.815 0.92
"PROTEIN AND PEPTIDE LETTERS" 0.23 "BIOLOGICAL_SCIENCES" 0.815 0.778
"BIOCHEMISTRY AND MOLECULAR BIOLOGY EDUCATION" 0.23 "BIOLOGICAL_SCIENCES" 0.816 0.835
"STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT" 0.229 "BIOLOGICAL_SCIENCES" 0.816 0.771
"JOURNAL OF BIOLOGICAL EDUCATION" 0.229 "BIOLOGICAL_SCIENCES" 0.817 0.826
"MAMMALIA" 0.229 "BIOLOGICAL_SCIENCES" 0.818 0.791
"ADANSONIA" 0.229 "BIOLOGICAL_SCIENCES" 0.818 0.776
"INTERNATIONAL JOURNAL OF IMMUNOGENETICS" 0.228 "BIOLOGICAL_SCIENCES" 0.819 0.818
"MOLLUSCAN RESEARCH" 0.228 "BIOLOGICAL_SCIENCES" 0.819 0.899
"JOURNAL OF FOOD BIOCHEMISTRY" 0.227 "BIOLOGICAL_SCIENCES" 0.82 0.8
"CHEMISTRY AND ECOLOGY" 0.227 "BIOLOGICAL_SCIENCES" 0.82 0.832
"JOURNAL OF PHYTOPATHOLOGY" 0.227 "BIOLOGICAL_SCIENCES" 0.821 0.817
"BIOTECHNIC & HISTOCHEMISTRY" 0.227 "BIOLOGICAL_SCIENCES" 0.821 0.821
"BOTANICAL SCIENCES" 0.227 "BIOLOGICAL_SCIENCES" 0.822 0.8
"NAUTILUS" 0.226 "BIOLOGICAL_SCIENCES" 0.823 0.652
"LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH" 0.225 "BIOLOGICAL_SCIENCES" 0.823 0.854
"WEED BIOLOGY AND MANAGEMENT" 0.224 "BIOLOGICAL_SCIENCES" 0.824 0.768
"ISJ-INVERTEBRATE SURVIVAL JOURNAL" 0.224 "BIOLOGICAL_SCIENCES" 0.824 0.815
"TURKISH JOURNAL OF ZOOLOGY" 0.224 "BIOLOGICAL_SCIENCES" 0.825 0.847
"TROPICAL ZOOLOGY" 0.223 "BIOLOGICAL_SCIENCES" 0.825 0.807
"REVISTA ARGENTINA DE MICROBIOLOGIA" 0.222 "BIOLOGICAL_SCIENCES" 0.826 0.851
"WULFENIA" 0.222 "BIOLOGICAL_SCIENCES" 0.827 0.797
"PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION" 0.222 "BIOLOGICAL_SCIENCES" 0.827 0.836
"JOURNAL OF MEDICAL PRIMATOLOGY" 0.222 "BIOLOGICAL_SCIENCES" 0.828 0.838
"SYDOWIA" 0.221 "BIOLOGICAL_SCIENCES" 0.828 0.834
"CRUSTACEANA" 0.22 "BIOLOGICAL_SCIENCES" 0.829 0.831
"RECORDS OF NATURAL PRODUCTS" 0.218 "BIOLOGICAL_SCIENCES" 0.829 0.796
"CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY" 0.218 "BIOLOGICAL_SCIENCES" 0.83 0.86
"NORTHEASTERN NATURALIST" 0.218 "BIOLOGICAL_SCIENCES" 0.831 0.817
"MICROBIOLOGY" 0.216 "BIOLOGICAL_SCIENCES" 0.831 0.859
"ACTA ADRIATICA" 0.216 "BIOLOGICAL_SCIENCES" 0.832 0.858
"WILSON JOURNAL OF ORNITHOLOGY" 0.216 "BIOLOGICAL_SCIENCES" 0.832 0.84
"BIOLOGIA" 0.215 "BIOLOGICAL_SCIENCES" 0.833 0.867
"BRAZILIAN JOURNAL OF BOTANY" 0.214 "BIOLOGICAL_SCIENCES" 0.833 0.828
"JOURNAL OF THE TORREY BOTANICAL SOCIETY" 0.214 "BIOLOGICAL_SCIENCES" 0.834 0.784
"LANDSCAPE AND ECOLOGICAL ENGINEERING" 0.213 "BIOLOGICAL_SCIENCES" 0.834 0.839
"INTERNATIONAL JOURNAL OF ODONATOLOGY" 0.213 "BIOLOGICAL_SCIENCES" 0.835 0.828
"ZOOTAXA" 0.211 "BIOLOGICAL_SCIENCES" 0.836 0.835
"FOLIA BIOLOGICA" 0.21 "BIOLOGICAL_SCIENCES" 0.836 0.803
"AUSTRALIAN MAMMALOGY" 0.21 "BIOLOGICAL_SCIENCES" 0.837 0.728
"CYBIUM" 0.21 "BIOLOGICAL_SCIENCES" 0.837 0.861
"AFRICAN JOURNAL OF AQUATIC SCIENCE" 0.21 "BIOLOGICAL_SCIENCES" 0.838 0.872
"ZOOLOGY IN THE MIDDLE EAST" 0.21 "BIOLOGICAL_SCIENCES" 0.838 0.891
"ENTOMOLOGICA AMERICANA" 0.21 "BIOLOGICAL_SCIENCES" 0.839 0.848
"ACTA OF BIOENGINEERING AND BIOMECHANICS" 0.209 "BIOLOGICAL_SCIENCES" 0.84 0.888
"JOURNAL OF HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY-MEDICAL SCIENCES" 0.208 "BIOLOGICAL_SCIENCES" 0.84 0.864
"JUNDISHAPUR JOURNAL OF MICROBIOLOGY" 0.208 "BIOLOGICAL_SCIENCES" 0.841 0.849
"COLEOPTERISTS BULLETIN" 0.208 "BIOLOGICAL_SCIENCES" 0.841 0.836
"FOLIA ZOOLOGICA" 0.208 "BIOLOGICAL_SCIENCES" 0.842 0.831
"TUEXENIA" 0.207 "BIOLOGICAL_SCIENCES" 0.842 0.687
"UNDERSEA AND HYPERBARIC MEDICINE" 0.207 "BIOLOGICAL_SCIENCES" 0.843 0.846
"OCEAN SCIENCE JOURNAL" 0.207 "BIOLOGICAL_SCIENCES" 0.844 0.827
"CARYOLOGIA" 0.206 "BIOLOGICAL_SCIENCES" 0.844 0.925
"REVUE SUISSE DE ZOOLOGIE" 0.206 "BIOLOGICAL_SCIENCES" 0.845 0.87
"BOTHALIA" 0.205 "BIOLOGICAL_SCIENCES" 0.845 0.881
"JOURNAL OF PLANT DISEASES AND PROTECTION" 0.205 "BIOLOGICAL_SCIENCES" 0.846 0.886
"POLISH JOURNAL OF MICROBIOLOGY" 0.205 "BIOLOGICAL_SCIENCES" 0.846 0.838
"WATERBIRDS" 0.204 "BIOLOGICAL_SCIENCES" 0.847 0.818
"POLISH JOURNAL OF ECOLOGY" 0.203 "BIOLOGICAL_SCIENCES" 0.847 0.886
"CELLULAR AND MOLECULAR BIOLOGY" 0.202 "BIOLOGICAL_SCIENCES" 0.848 0.829
"INTERDISCIPLINARY SCIENCES-COMPUTATIONAL LIFE SCIENCES" 0.202 "BIOLOGICAL_SCIENCES" 0.849 0.898
"COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING" 0.201 "BIOLOGICAL_SCIENCES" 0.849 0.836
"MOLECULAR BIOLOGY" 0.201 "BIOLOGICAL_SCIENCES" 0.85 0.851
"RECORDS OF THE AUSTRALIAN MUSEUM" 0.201 "BIOLOGICAL_SCIENCES" 0.85 0.856
"KEW BULLETIN" 0.2 "BIOLOGICAL_SCIENCES" 0.851 0.985
"ASIAN HERPETOLOGICAL RESEARCH" 0.199 "BIOLOGICAL_SCIENCES" 0.851 0.858
"BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY" 0.198 "BIOLOGICAL_SCIENCES" 0.852 0.859
"PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY" 0.197 "BIOLOGICAL_SCIENCES" 0.853 0.819
"ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA" 0.197 "BIOLOGICAL_SCIENCES" 0.853 0.899
"COMPARATIVE PARASITOLOGY" 0.195 "BIOLOGICAL_SCIENCES" 0.854 0.855
"CLINICAL DYSMORPHOLOGY" 0.194 "BIOLOGICAL_SCIENCES" 0.854 0.912
"TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES" 0.194 "BIOLOGICAL_SCIENCES" 0.855 0.879
"REVISTA BRASILEIRA DE ORNITOLOGIA" 0.194 "BIOLOGICAL_SCIENCES" 0.855 0.903
"JOURNAL OF APPLIED ICHTHYOLOGY" 0.193 "BIOLOGICAL_SCIENCES" 0.856 0.81
"ANNALES BOTANICI FENNICI" 0.193 "BIOLOGICAL_SCIENCES" 0.856 0.806
"NORTHWEST SCIENCE" 0.193 "BIOLOGICAL_SCIENCES" 0.857 0.837
"ACTA VIROLOGICA" 0.193 "BIOLOGICAL_SCIENCES" 0.858 0.828
"HERZOGIA" 0.192 "BIOLOGICAL_SCIENCES" 0.858 0.808
"INDIAN JOURNAL OF EXPERIMENTAL BIOLOGY" 0.192 "BIOLOGICAL_SCIENCES" 0.859 0.833
"ISRAEL JOURNAL OF PLANT SCIENCES" 0.192 "BIOLOGICAL_SCIENCES" 0.859 0.851
"NEW ZEALAND JOURNAL OF ZOOLOGY" 0.192 "BIOLOGICAL_SCIENCES" 0.86 0.865
"ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE" 0.191 "BIOLOGICAL_SCIENCES" 0.86 0.847
"ZEITSCHRIFT FUR NATURFORSCHUNG SECTION C-A JOURNAL OF BIOSCIENCES" 0.19 "BIOLOGICAL_SCIENCES" 0.861 0.877
"INTERNATIONAL JOURNAL OF PEPTIDE RESEARCH AND THERAPEUTICS" 0.187 "BIOLOGICAL_SCIENCES" 0.862 0.802
"ORNITHOLOGICAL SCIENCE" 0.187 "BIOLOGICAL_SCIENCES" 0.862 0.889
"RUSSIAN JOURNAL OF HERPETOLOGY" 0.186 "BIOLOGICAL_SCIENCES" 0.863 0.995
"REDIA-GIORNALE DI ZOOLOGIA" 0.185 "BIOLOGICAL_SCIENCES" 0.863 0.905
"INDIAN JOURNAL OF BIOCHEMISTRY & BIOPHYSICS" 0.184 "BIOLOGICAL_SCIENCES" 0.864 0.839
"BLUMEA" 0.182 "BIOLOGICAL_SCIENCES" 0.864 0.838
"PROCEEDINGS OF THE ENTOMOLOGICAL SOCIETY OF WASHINGTON" 0.182 "BIOLOGICAL_SCIENCES" 0.865 0.883
"CAHIERS DE BIOLOGIE MARINE" 0.182 "BIOLOGICAL_SCIENCES" 0.866 0.874
"HEMOGLOBIN" 0.181 "BIOLOGICAL_SCIENCES" 0.866 0.877
"SOCIOBIOLOGY" 0.181 "BIOLOGICAL_SCIENCES" 0.867 0.896
"ODONATOLOGICA" 0.181 "BIOLOGICAL_SCIENCES" 0.867 0.888
"NUCLEOSIDES NUCLEOTIDES & NUCLEIC ACIDS" 0.18 "BIOLOGICAL_SCIENCES" 0.868 0.885
"ANIMAL BIODIVERSITY AND CONSERVATION" 0.18 "BIOLOGICAL_SCIENCES" 0.868 0.753
"PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON" 0.18 "BIOLOGICAL_SCIENCES" 0.869 0.849
"PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA" 0.178 "BIOLOGICAL_SCIENCES" 0.869 0.773
"CRYOLETTERS" 0.177 "BIOLOGICAL_SCIENCES" 0.87 0.862
"JOURNAL OF PLANT NUTRITION" 0.175 "BIOLOGICAL_SCIENCES" 0.871 0.884
"JOURNAL OF PLANT REGISTRATIONS" 0.174 "BIOLOGICAL_SCIENCES" 0.871 0.893
"IHERINGIA SERIE ZOOLOGIA" 0.174 "BIOLOGICAL_SCIENCES" 0.872 0.878
"SOUTHEASTERN NATURALIST" 0.174 "BIOLOGICAL_SCIENCES" 0.872 0.878
"RUSSIAN JOURNAL OF PLANT PHYSIOLOGY" 0.173 "BIOLOGICAL_SCIENCES" 0.873 0.884
"INTERNATIONAL JOURNAL OF BIOMATHEMATICS" 0.173 "BIOLOGICAL_SCIENCES" 0.873 0.856
"HELMINTHOLOGIA" 0.173 "BIOLOGICAL_SCIENCES" 0.874 0.884
"BIOMOLECULAR NMR ASSIGNMENTS" 0.173 "BIOLOGICAL_SCIENCES" 0.875 0.864
"ROMANIAN JOURNAL OF MORPHOLOGY AND EMBRYOLOGY" 0.172 "BIOLOGICAL_SCIENCES" 0.875 0.91
"AFRICAN ENTOMOLOGY" 0.172 "BIOLOGICAL_SCIENCES" 0.876 0.897
"ANTHROPOLOGICAL SCIENCE" 0.171 "BIOLOGICAL_SCIENCES" 0.876 0.704
"AFRICAN INVERTEBRATES" 0.17 "BIOLOGICAL_SCIENCES" 0.877 0.9
"NOTULAE BOTANICAE HORTI AGROBOTANICI CLUJ-NAPOCA" 0.169 "BIOLOGICAL_SCIENCES" 0.877 0.87
"ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE" 0.169 "BIOLOGICAL_SCIENCES" 0.878 0.845
"JOURNAL OF BIOLOGICAL SYSTEMS" 0.168 "BIOLOGICAL_SCIENCES" 0.879 0.859
"WATER ENVIRONMENT RESEARCH" 0.167 "BIOLOGICAL_SCIENCES" 0.879 0.894
"REVISTA DE BIOLOGIA TROPICAL" 0.166 "BIOLOGICAL_SCIENCES" 0.88 0.876
"COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS" 0.165 "BIOLOGICAL_SCIENCES" 0.88 0.908
"ACTA BIOLOGICA HUNGARICA" 0.164 "BIOLOGICAL_SCIENCES" 0.881 0.905
"ACTA BOTANICA MEXICANA" 0.164 "BIOLOGICAL_SCIENCES" 0.881 0.853
"CZECH JOURNAL OF GENETICS AND PLANT BREEDING" 0.163 "BIOLOGICAL_SCIENCES" 0.882 0.907
"BALKAN JOURNAL OF MEDICAL GENETICS" 0.161 "BIOLOGICAL_SCIENCES" 0.882 0.919
"TURKISH JOURNAL OF BIOLOGY" 0.16 "BIOLOGICAL_SCIENCES" 0.883 0.871
"COMPOST SCIENCE & UTILIZATION" 0.159 "BIOLOGICAL_SCIENCES" 0.884 0.843
"ASIAN MYRMECOLOGY" 0.159 "BIOLOGICAL_SCIENCES" 0.884 0.869
"WESTERN NORTH AMERICAN NATURALIST" 0.157 "BIOLOGICAL_SCIENCES" 0.885 0.911
"BIOLOGICAL RHYTHM RESEARCH" 0.156 "BIOLOGICAL_SCIENCES" 0.885 0.902
"GAYANA" 0.156 "BIOLOGICAL_SCIENCES" 0.886 0.866
"VIE ET MILIEU-LIFE AND ENVIRONMENT" 0.155 "BIOLOGICAL_SCIENCES" 0.886 0.914
"ORNITOLOGIA NEOTROPICAL" 0.155 "BIOLOGICAL_SCIENCES" 0.887 0.887
"JOURNAL OF ENTOMOLOGICAL SCIENCE" 0.153 "BIOLOGICAL_SCIENCES" 0.888 0.856
"JOURNAL OF MEDICAL BIOCHEMISTRY" 0.152 "BIOLOGICAL_SCIENCES" 0.888 0.949
"THALASSAS" 0.152 "BIOLOGICAL_SCIENCES" 0.889 0.919
"GENES & GENOMICS" 0.151 "BIOLOGICAL_SCIENCES" 0.889 0.899
"JOURNAL OF MECHANICS IN MEDICINE AND BIOLOGY" 0.149 "BIOLOGICAL_SCIENCES" 0.89 0.902
"DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT" 0.149 "BIOLOGICAL_SCIENCES" 0.89 0.806
"PAN-PACIFIC ENTOMOLOGIST" 0.149 "BIOLOGICAL_SCIENCES" 0.891 0.862
"FOLIA BIOLOGICA-KRAKOW" 0.148 "BIOLOGICAL_SCIENCES" 0.892 0.885
"AFRICAN JOURNAL OF HERPETOLOGY" 0.148 "BIOLOGICAL_SCIENCES" 0.892 0.85
"MAYDICA" 0.146 "BIOLOGICAL_SCIENCES" 0.893 0.908
"INTERNATIONAL JOURNAL OF MEDICINAL MUSHROOMS" 0.145 "BIOLOGICAL_SCIENCES" 0.893 0.89
"REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA" 0.145 "BIOLOGICAL_SCIENCES" 0.894 0.906
"FORKTAIL" 0.145 "BIOLOGICAL_SCIENCES" 0.894 0.942
"RUSSIAN JOURNAL OF MARINE BIOLOGY" 0.142 "BIOLOGICAL_SCIENCES" 0.895 0.929
"JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES" 0.14 "BIOLOGICAL_SCIENCES" 0.895 0.912
"PLANTA DANINHA" 0.14 "BIOLOGICAL_SCIENCES" 0.896 0.915
"ENTOMOLOGICA FENNICA" 0.14 "BIOLOGICAL_SCIENCES" 0.897 0.926
"SEED SCIENCE AND TECHNOLOGY" 0.14 "BIOLOGICAL_SCIENCES" 0.897 0.934
"CONSERVATION GENETICS RESOURCES" 0.139 "BIOLOGICAL_SCIENCES" 0.898 0.667
"SILVAE GENETICA" 0.139 "BIOLOGICAL_SCIENCES" 0.898 0.931
"CURRENT BIOINFORMATICS" 0.136 "BIOLOGICAL_SCIENCES" 0.899 0.891
"RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY" 0.135 "BIOLOGICAL_SCIENCES" 0.899 0.909
"MITOCHONDRIAL DNA PART A" 0.135 "BIOLOGICAL_SCIENCES" 0.9 0.912
"JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY" 0.134 "BIOLOGICAL_SCIENCES" 0.901 0.866
"SOUTHWESTERN ENTOMOLOGIST" 0.133 "BIOLOGICAL_SCIENCES" 0.901 0.926
