"Journal" "Ais" "Ford" "Quantile"
"JOURNAL OF INFLAMMATION-LONDON" 0.762 "BASIC MED" 0.437
"AMERICAN JOURNAL OF CLINICAL PATHOLOGY" 0.761 "BASIC MED" 0.438
"BRAIN RESEARCH BULLETIN" 0.759 "BASIC MED" 0.439
"AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE" 0.758 "BASIC MED" 0.44
"JOURNAL OF MANAGED CARE & SPECIALTY PHARMACY" 0.758 "BASIC MED" 0.44
"EUROPEAN JOURNAL OF CLINICAL PHARMACOLOGY" 0.757 "BASIC MED" 0.441
"NEUROPSYCHOLOGICAL REHABILITATION" 0.756 "BASIC MED" 0.442
"NEUROTOXICITY RESEARCH" 0.756 "BASIC MED" 0.443
"CURRENT MEDICAL RESEARCH AND OPINION" 0.755 "BASIC MED" 0.444
"JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY" 0.754 "BASIC MED" 0.445
"JOURNAL OF NEURAL TRANSMISSION" 0.753 "BASIC MED" 0.446
"BIRTH DEFECTS RESEARCH PART A-CLINICAL AND MOLECULAR TERATOLOGY" 0.752 "BASIC MED" 0.447
"JOURNAL OF IMMUNOLOGICAL METHODS" 0.752 "BASIC MED" 0.447
"REPRODUCTIVE TOXICOLOGY" 0.752 "BASIC MED" 0.448
"BMC IMMUNOLOGY" 0.751 "BASIC MED" 0.449
"PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY" 0.749 "BASIC MED" 0.45
"FORENSIC TOXICOLOGY" 0.748 "BASIC MED" 0.451
"IMMUNOLOGY LETTERS" 0.748 "BASIC MED" 0.452
"CURRENT DRUG TARGETS" 0.746 "BASIC MED" 0.453
"CELL TRANSPLANTATION" 0.745 "BASIC MED" 0.454
"EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY" 0.745 "BASIC MED" 0.454
"EXPERT OPINION ON DRUG METABOLISM & TOXICOLOGY" 0.745 "BASIC MED" 0.455
"CARDIOVASCULAR PATHOLOGY" 0.742 "BASIC MED" 0.456
"RESTORATIVE NEUROLOGY AND NEUROSCIENCE" 0.741 "BASIC MED" 0.457
"JOURNAL OF THE NEUROLOGICAL SCIENCES" 0.74 "BASIC MED" 0.458
"PSYCHIATRY AND CLINICAL NEUROSCIENCES" 0.74 "BASIC MED" 0.459
"JOURNAL OF CLINICAL PATHOLOGY" 0.739 "BASIC MED" 0.46
"JOURNAL OF REPRODUCTIVE IMMUNOLOGY" 0.738 "BASIC MED" 0.461
"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY" 0.737 "BASIC MED" 0.461
"PHYSIOLOGICAL AND BIOCHEMICAL ZOOLOGY" 0.737 "BASIC MED" 0.462
"EUROPEAN JOURNAL OF PHARMACEUTICAL SCIENCES" 0.736 "BASIC MED" 0.463
"AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY" 0.735 "BASIC MED" 0.464
"CURRENT MOLECULAR MEDICINE" 0.735 "BASIC MED" 0.465
"LARYNGOSCOPE" 0.735 "BASIC MED" 0.466
"HUMAN VACCINES & IMMUNOTHERAPEUTICS" 0.734 "BASIC MED" 0.467
"JOURNAL OF DIABETES RESEARCH" 0.734 "BASIC MED" 0.468
"ALLERGY ASTHMA & IMMUNOLOGY RESEARCH" 0.733 "BASIC MED" 0.468
"CELL BIOLOGY AND TOXICOLOGY" 0.73 "BASIC MED" 0.469
"JOURNAL OF SEX & MARITAL THERAPY" 0.73 "BASIC MED" 0.47
"JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGY" 0.727 "BASIC MED" 0.471
"JOURNAL OF CLINICAL PHARMACOLOGY" 0.724 "BASIC MED" 0.472
"ALLERGY ASTHMA AND CLINICAL IMMUNOLOGY" 0.723 "BASIC MED" 0.473
"VIRCHOWS ARCHIV" 0.723 "BASIC MED" 0.474
"FOOD AND CHEMICAL TOXICOLOGY" 0.722 "BASIC MED" 0.475
"TRANSFUSION MEDICINE AND HEMOTHERAPY" 0.722 "BASIC MED" 0.475
"JOURNAL OF COMPUTATIONAL NEUROSCIENCE" 0.72 "BASIC MED" 0.476
"DISCOVERY MEDICINE" 0.718 "BASIC MED" 0.477
"CELLULAR AND MOLECULAR NEUROBIOLOGY" 0.715 "BASIC MED" 0.478
"HUMAN GENE THERAPY METHODS" 0.713 "BASIC MED" 0.479
"IMMUNOTHERAPY" 0.713 "BASIC MED" 0.48
"NEUROSCIENCE BULLETIN" 0.712 "BASIC MED" 0.481
"PHARMACOGENETICS AND GENOMICS" 0.712 "BASIC MED" 0.482
"ALCOHOL" 0.71 "BASIC MED" 0.482
"INTERNATIONAL JOURNAL OF PHARMACEUTICS" 0.71 "BASIC MED" 0.483
"BIOMED RESEARCH INTERNATIONAL" 0.709 "BASIC MED" 0.484
"ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY" 0.708 "BASIC MED" 0.485
"SEIZURE-EUROPEAN JOURNAL OF EPILEPSY" 0.708 "BASIC MED" 0.486
"CURRENT PHARMACEUTICAL DESIGN" 0.707 "BASIC MED" 0.487
"ANTIVIRAL THERAPY" 0.705 "BASIC MED" 0.488
"CURRENT TOPICS IN MEDICINAL CHEMISTRY" 0.704 "BASIC MED" 0.489
"INNATE IMMUNITY" 0.7 "BASIC MED" 0.489
"ANNALS OF PHARMACOTHERAPY" 0.699 "BASIC MED" 0.49
"CANCER CHEMOTHERAPY AND PHARMACOLOGY" 0.699 "BASIC MED" 0.491
"ARCHIVUM IMMUNOLOGIAE ET THERAPIAE EXPERIMENTALIS" 0.698 "BASIC MED" 0.492
"JOURNAL OF NEUROIMMUNOLOGY" 0.698 "BASIC MED" 0.493
"CARDIOVASCULAR THERAPEUTICS" 0.697 "BASIC MED" 0.494
"JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY" 0.696 "BASIC MED" 0.495
"JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY" 0.695 "BASIC MED" 0.496
"CYTOMETRY PART B-CLINICAL CYTOMETRY" 0.692 "BASIC MED" 0.496
"INTERNATIONAL JOURNAL OF BEHAVIORAL MEDICINE" 0.692 "BASIC MED" 0.497
"PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR" 0.692 "BASIC MED" 0.498
"JOURNAL OF NEUROGENETICS" 0.69 "BASIC MED" 0.499
"AUDIOLOGY AND NEURO-OTOLOGY" 0.689 "BASIC MED" 0.5
"EATING BEHAVIORS" 0.689 "BASIC MED" 0.501
"REHABILITATION PSYCHOLOGY" 0.688 "BASIC MED" 0.502
"DRUG DESIGN DEVELOPMENT AND THERAPY" 0.685 "BASIC MED" 0.503
"HUMAN PSYCHOPHARMACOLOGY-CLINICAL AND EXPERIMENTAL" 0.684 "BASIC MED" 0.504
"AUTOIMMUNITY" 0.683 "BASIC MED" 0.504
"PHYTOMEDICINE" 0.683 "BASIC MED" 0.505
"VETERINARY PATHOLOGY" 0.683 "BASIC MED" 0.506
"JOURNAL OF POSITIVE BEHAVIOR INTERVENTIONS" 0.682 "BASIC MED" 0.507
"NEUROPEPTIDES" 0.682 "BASIC MED" 0.508
"INFLAMMATION RESEARCH" 0.68 "BASIC MED" 0.509
"BRAIN BEHAVIOR AND EVOLUTION" 0.677 "BASIC MED" 0.51
"EXPERT REVIEW OF CLINICAL PHARMACOLOGY" 0.677 "BASIC MED" 0.511
"INTERNATIONAL JOURNAL OF DEVELOPMENTAL NEUROSCIENCE" 0.676 "BASIC MED" 0.511
"JOURNAL OF GINSENG RESEARCH" 0.676 "BASIC MED" 0.512
"EUROPEAN JOURNAL OF PHARMACOLOGY" 0.675 "BASIC MED" 0.513
"HLA" 0.673 "BASIC MED" 0.514
"BRAIN INJURY" 0.672 "BASIC MED" 0.515
"NUTRITIONAL NEUROSCIENCE" 0.671 "BASIC MED" 0.516
"JOURNAL OF NEUROSCIENCE RESEARCH" 0.669 "BASIC MED" 0.517
"JOURNAL OF ANALYTICAL TOXICOLOGY" 0.667 "BASIC MED" 0.518
"PARASITE IMMUNOLOGY" 0.667 "BASIC MED" 0.518
"PEPTIDES" 0.667 "BASIC MED" 0.519
"LIFE SCIENCES" 0.664 "BASIC MED" 0.52
"NEUROSCIENCE RESEARCH" 0.663 "BASIC MED" 0.521
"INTERNATIONAL JOURNAL OF CLINICAL AND HEALTH PSYCHOLOGY" 0.662 "BASIC MED" 0.522
"INTERNATIONAL JOURNAL OF COGNITIVE THERAPY" 0.661 "BASIC MED" 0.523
"CHEMICO-BIOLOGICAL INTERACTIONS" 0.66 "BASIC MED" 0.524
"JOURNAL OF INTERFERON AND CYTOKINE RESEARCH" 0.658 "BASIC MED" 0.525
"CANCER GENE THERAPY" 0.657 "BASIC MED" 0.525
"AMERICAN JOURNAL OF CARDIOVASCULAR DRUGS" 0.655 "BASIC MED" 0.526
"BIOLOGICAL CYBERNETICS" 0.655 "BASIC MED" 0.527
"CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS" 0.652 "BASIC MED" 0.528
"JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY" 0.652 "BASIC MED" 0.529
"STEREOTACTIC AND FUNCTIONAL NEUROSURGERY" 0.652 "BASIC MED" 0.53
"TRANSPLANT INFECTIOUS DISEASE" 0.652 "BASIC MED" 0.531
"DISEASE MARKERS" 0.651 "BASIC MED" 0.532
"CELLULAR ONCOLOGY" 0.65 "BASIC MED" 0.532
"IMMUNOGENETICS" 0.648 "BASIC MED" 0.533
"PHARMACOGENOMICS" 0.648 "BASIC MED" 0.534
"PPAR RESEARCH" 0.648 "BASIC MED" 0.535
"AMERICAN JOURNAL OF TRANSLATIONAL RESEARCH" 0.647 "BASIC MED" 0.536
"MICROBIAL DRUG RESISTANCE" 0.646 "BASIC MED" 0.537
"DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY" 0.645 "BASIC MED" 0.538
"JOURNAL OF APPLIED TOXICOLOGY" 0.643 "BASIC MED" 0.539
"ARCHIVES OF MEDICAL RESEARCH" 0.64 "BASIC MED" 0.539
"TOXICOLOGY IN VITRO" 0.64 "BASIC MED" 0.54
"DRUG DELIVERY AND TRANSLATIONAL RESEARCH" 0.637 "BASIC MED" 0.541
"JOURNAL OF PHARMACOKINETICS AND PHARMACODYNAMICS" 0.637 "BASIC MED" 0.542
"PSYCHIATRIC GENETICS" 0.635 "BASIC MED" 0.543
"EXPERT REVIEW OF PHARMACOECONOMICS & OUTCOMES RESEARCH" 0.634 "BASIC MED" 0.544
"INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY" 0.633 "BASIC MED" 0.545
"BEHAVIOR MODIFICATION" 0.632 "BASIC MED" 0.546
"INFECTIOUS AGENTS AND CANCER" 0.632 "BASIC MED" 0.546
"JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS" 0.632 "BASIC MED" 0.547
"PULMONARY PHARMACOLOGY & THERAPEUTICS" 0.632 "BASIC MED" 0.548
"PEDIATRIC DRUGS" 0.631 "BASIC MED" 0.549
"JOURNAL OF BONE AND MINERAL METABOLISM" 0.63 "BASIC MED" 0.55
"EXPERIMENTAL BRAIN RESEARCH" 0.629 "BASIC MED" 0.551
"JOURNAL OF PHARMACEUTICAL SCIENCES" 0.628 "BASIC MED" 0.552
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY A-MOLECULAR & INTEGRATIVE PHYSIOLOGY" 0.627 "BASIC MED" 0.553
"NEUROCHEMICAL RESEARCH" 0.625 "BASIC MED" 0.553
"BIOMARKERS IN MEDICINE" 0.624 "BASIC MED" 0.554
"INTERNATIONAL IMMUNOPHARMACOLOGY" 0.624 "BASIC MED" 0.555
"JOURNAL OF ETHNOPHARMACOLOGY" 0.623 "BASIC MED" 0.556
"MOLECULAR DIAGNOSIS & THERAPY" 0.623 "BASIC MED" 0.557
"CELLULAR PHYSIOLOGY AND BIOCHEMISTRY" 0.621 "BASIC MED" 0.558
"EUROPEAN CYTOKINE NETWORK" 0.621 "BASIC MED" 0.559
"INTERNATIONAL JOURNAL OF BIOMETEOROLOGY" 0.621 "BASIC MED" 0.56
"JOURNAL OF HEALTH PSYCHOLOGY" 0.62 "BASIC MED" 0.56
"AIDS RESEARCH AND HUMAN RETROVIRUSES" 0.616 "BASIC MED" 0.561
"COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES" 0.616 "BASIC MED" 0.562
"FORENSIC SCIENCE MEDICINE AND PATHOLOGY" 0.615 "BASIC MED" 0.563
"RECENT PATENTS ON ANTI-CANCER DRUG DISCOVERY" 0.615 "BASIC MED" 0.564
"CURRENT DRUG METABOLISM" 0.613 "BASIC MED" 0.565
"METABOLIC BRAIN DISEASE" 0.61 "BASIC MED" 0.566
"BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY" 0.608 "BASIC MED" 0.567
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY" 0.607 "BASIC MED" 0.567
"NEUROPSYCHOBIOLOGY" 0.604 "BASIC MED" 0.568
"BIOORGANIC & MEDICINAL CHEMISTRY" 0.603 "BASIC MED" 0.569
"CNS & NEUROLOGICAL DISORDERS-DRUG TARGETS" 0.603 "BASIC MED" 0.57
"JOURNAL OF CLINICAL NEUROPHYSIOLOGY" 0.603 "BASIC MED" 0.571
"CURRENT HIV RESEARCH" 0.602 "BASIC MED" 0.572
"HUMAN MOVEMENT SCIENCE" 0.602 "BASIC MED" 0.573
"INTERNATIONAL CLINICAL PSYCHOPHARMACOLOGY" 0.602 "BASIC MED" 0.574
"MUTAGENESIS" 0.602 "BASIC MED" 0.574
"THERAPEUTIC DRUG MONITORING" 0.602 "BASIC MED" 0.575
"INFLAMMATION" 0.601 "BASIC MED" 0.576
"BEHAVIOURAL AND COGNITIVE PSYCHOTHERAPY" 0.598 "BASIC MED" 0.577
"EXPERIMENTAL AND MOLECULAR PATHOLOGY" 0.598 "BASIC MED" 0.578
"JOURNAL OF ANTIBIOTICS" 0.598 "BASIC MED" 0.579
"JOURNAL OF VESTIBULAR RESEARCH-EQUILIBRIUM & ORIENTATION" 0.598 "BASIC MED" 0.58
"JOURNAL OF BIOPHARMACEUTICAL STATISTICS" 0.596 "BASIC MED" 0.581
"SYNAPSE" 0.596 "BASIC MED" 0.581
"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY" 0.594 "BASIC MED" 0.582
"JOURNAL OF TRAUMA & DISSOCIATION" 0.594 "BASIC MED" 0.583
"CLINICAL NEUROPSYCHOLOGIST" 0.593 "BASIC MED" 0.584
"EXPERIMENTAL BIOLOGY AND MEDICINE" 0.593 "BASIC MED" 0.585
"EATING DISORDERS" 0.591 "BASIC MED" 0.586
"MINI-REVIEWS IN MEDICINAL CHEMISTRY" 0.59 "BASIC MED" 0.587
"PHYSIOLOGICAL MEASUREMENT" 0.59 "BASIC MED" 0.588
"AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL" 0.589 "BASIC MED" 0.588
"JOURNAL OF CARDIOVASCULAR PHARMACOLOGY" 0.588 "BASIC MED" 0.589
"FITOTERAPIA" 0.586 "BASIC MED" 0.59
"CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING" 0.585 "BASIC MED" 0.591
"MEDCHEMCOMM" 0.585 "BASIC MED" 0.592
"JOURNAL OF PHARMACY AND PHARMACEUTICAL SCIENCES" 0.584 "BASIC MED" 0.593
"PHARMACOLOGICAL REPORTS" 0.584 "BASIC MED" 0.594
"JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS" 0.582 "BASIC MED" 0.595
"BEHAVIOURAL PHARMACOLOGY" 0.581 "BASIC MED" 0.595
"JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY" 0.58 "BASIC MED" 0.596
"PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE" 0.579 "BASIC MED" 0.597
"CARDIOVASCULAR TOXICOLOGY" 0.578 "BASIC MED" 0.598
"ACS COMBINATORIAL SCIENCE" 0.576 "BASIC MED" 0.599
"JOURNAL OF MENTAL HEALTH" 0.574 "BASIC MED" 0.6
"LYMPHOLOGY" 0.574 "BASIC MED" 0.601
"AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY" 0.572 "BASIC MED" 0.602
"JOURNAL OF DRUG TARGETING" 0.572 "BASIC MED" 0.602
"CLINICAL AND EXPERIMENTAL MEDICINE" 0.571 "BASIC MED" 0.603
"ECOTOXICOLOGY" 0.57 "BASIC MED" 0.604
"BIOPHARMACEUTICS & DRUG DISPOSITION" 0.569 "BASIC MED" 0.605
"COGNITIVE COMPUTATION" 0.569 "BASIC MED" 0.606
"PEDIATRIC EXERCISE SCIENCE" 0.567 "BASIC MED" 0.607
"CTS-CLINICAL AND TRANSLATIONAL SCIENCE" 0.564 "BASIC MED" 0.608
"SCANDINAVIAN JOURNAL OF IMMUNOLOGY" 0.564 "BASIC MED" 0.609
"JOURNAL OF MORPHOLOGY" 0.563 "BASIC MED" 0.609
"NEUROSCIENCE LETTERS" 0.563 "BASIC MED" 0.61
"DRUG METABOLISM AND PHARMACOKINETICS" 0.561 "BASIC MED" 0.611
"INHALATION TOXICOLOGY" 0.561 "BASIC MED" 0.612
"CLINICAL AND EXPERIMENTAL PHARMACOLOGY AND PHYSIOLOGY" 0.559 "BASIC MED" 0.613
"NEUROIMMUNOMODULATION" 0.557 "BASIC MED" 0.614
"TOXICOLOGIC PATHOLOGY" 0.557 "BASIC MED" 0.615
"JOURNAL OF PHYSIOLOGICAL SCIENCES" 0.556 "BASIC MED" 0.616
"ADVANCES IN EXPERIMENTAL MEDICINE AND BIOLOGY" 0.555 "BASIC MED" 0.616
"APMIS" 0.555 "BASIC MED" 0.617
"JOURNAL OF ETHNOBIOLOGY AND ETHNOMEDICINE" 0.555 "BASIC MED" 0.618
"JOURNAL OF PHYSIOLOGY AND BIOCHEMISTRY" 0.552 "BASIC MED" 0.619
"PSYCHOANALYTIC PSYCHOLOGY" 0.552 "BASIC MED" 0.62
"JOURNAL OF CLINICAL PSYCHOLOGY IN MEDICAL SETTINGS" 0.551 "BASIC MED" 0.621
"JOURNAL OF MOLECULAR NEUROSCIENCE" 0.55 "BASIC MED" 0.622
"JOURNAL OF PSYCHOACTIVE DRUGS" 0.55 "BASIC MED" 0.623
"PHYTOTHERAPY RESEARCH" 0.548 "BASIC MED" 0.623
"ENDOCRINE PATHOLOGY" 0.547 "BASIC MED" 0.624
"HUMAN IMMUNOLOGY" 0.547 "BASIC MED" 0.625
"CHILD AND ADOLESCENT MENTAL HEALTH" 0.547 "BASIC MED" 0.626
"ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES" 0.546 "BASIC MED" 0.627
"BIOMEDICINE & PHARMACOTHERAPY" 0.546 "BASIC MED" 0.628
"REGULATORY TOXICOLOGY AND PHARMACOLOGY" 0.546 "BASIC MED" 0.629
"RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY" 0.545 "BASIC MED" 0.63
"BMC PHARMACOLOGY & TOXICOLOGY" 0.543 "BASIC MED" 0.63
"HIV CLINICAL TRIALS" 0.543 "BASIC MED" 0.631
"INTEGRATED ENVIRONMENTAL ASSESSMENT AND MANAGEMENT" 0.541 "BASIC MED" 0.632
"JOURNAL OF CHEMICAL NEUROANATOMY" 0.54 "BASIC MED" 0.633
"JOURNAL OF INVESTIGATIVE MEDICINE" 0.54 "BASIC MED" 0.634
"DRUG TESTING AND ANALYSIS" 0.539 "BASIC MED" 0.635
"IEEE TRANSACTIONS ON COGNITIVE AND DEVELOPMENTAL SYSTEMS" 0.539 "BASIC MED" 0.636
"JOURNAL OF GENE MEDICINE" 0.539 "BASIC MED" 0.637
"LYMPHATIC RESEARCH AND BIOLOGY" 0.538 "BASIC MED" 0.637
"CLINICAL EEG AND NEUROSCIENCE" 0.533 "BASIC MED" 0.638
"DIAGNOSTIC PATHOLOGY" 0.533 "BASIC MED" 0.639
"ENVIRONMENTAL TOXICOLOGY AND PHARMACOLOGY" 0.533 "BASIC MED" 0.64
"JOURNAL OF OCULAR PHARMACOLOGY AND THERAPEUTICS" 0.529 "BASIC MED" 0.641
"SAUDI PHARMACEUTICAL JOURNAL" 0.529 "BASIC MED" 0.642
"TOXICON" 0.528 "BASIC MED" 0.643
"INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE" 0.527 "BASIC MED" 0.644
"JOURNAL OF MARITAL AND FAMILY THERAPY" 0.527 "BASIC MED" 0.644
"CURRENT VASCULAR PHARMACOLOGY" 0.526 "BASIC MED" 0.645
"JOURNAL OF STROKE & CEREBROVASCULAR DISEASES" 0.526 "BASIC MED" 0.646
"ADVANCES IN PHYSIOLOGY EDUCATION" 0.525 "BASIC MED" 0.647
"CHEMOSENSORY PERCEPTION" 0.525 "BASIC MED" 0.648
"BIOMOLECULES & THERAPEUTICS" 0.524 "BASIC MED" 0.649
"CRYOBIOLOGY" 0.522 "BASIC MED" 0.65
"JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION" 0.519 "BASIC MED" 0.651
"PLANTA MEDICA" 0.518 "BASIC MED" 0.651
"JOURNAL OF OPHTHALMOLOGY" 0.517 "BASIC MED" 0.652
"METABOLIC SYNDROME AND RELATED DISORDERS" 0.517 "BASIC MED" 0.653
"ANATOMICAL RECORD-ADVANCES IN INTEGRATIVE ANATOMY AND EVOLUTIONARY BIOLOGY" 0.516 "BASIC MED" 0.654
"BIOMARKERS" 0.516 "BASIC MED" 0.655
"INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY" 0.516 "BASIC MED" 0.656
"JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS" 0.515 "BASIC MED" 0.657
"TRANSPLANT IMMUNOLOGY" 0.515 "BASIC MED" 0.658
"CHEMICAL BIOLOGY & DRUG DESIGN" 0.514 "BASIC MED" 0.658
"JOURNAL OF NEUROLINGUISTICS" 0.514 "BASIC MED" 0.659
"ANNALS OF OCCUPATIONAL HYGIENE" 0.513 "BASIC MED" 0.66
"JOURNAL OF PHARMACY AND PHARMACOLOGY" 0.512 "BASIC MED" 0.661
"ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER" 0.51 "BASIC MED" 0.662
"JOURNAL OF PHARMACOLOGICAL SCIENCES" 0.51 "BASIC MED" 0.663
"NAUNYN-SCHMIEDEBERGS ARCHIVES OF PHARMACOLOGY" 0.509 "BASIC MED" 0.664
"ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY" 0.505 "BASIC MED" 0.665
"CLINICAL DRUG INVESTIGATION" 0.504 "BASIC MED" 0.665
"BIOORGANIC & MEDICINAL CHEMISTRY LETTERS" 0.498 "BASIC MED" 0.666
"JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY" 0.498 "BASIC MED" 0.667
"JOURNAL OF GLOBAL ANTIMICROBIAL RESISTANCE" 0.498 "BASIC MED" 0.668
"FISH & SHELLFISH IMMUNOLOGY" 0.497 "BASIC MED" 0.669
"JOURNAL OF MOTOR BEHAVIOR" 0.497 "BASIC MED" 0.67
"CELLS TISSUES ORGANS" 0.496 "BASIC MED" 0.671
"ARCHIVES OF PHYSIOLOGY AND BIOCHEMISTRY" 0.493 "BASIC MED" 0.672
"MICROBIAL PATHOGENESIS" 0.493 "BASIC MED" 0.673
"MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS" 0.492 "BASIC MED" 0.673
"SKIN PHARMACOLOGY AND PHYSIOLOGY" 0.492 "BASIC MED" 0.674
"ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY" 0.491 "BASIC MED" 0.675
"CURRENT RESEARCH IN TRANSLATIONAL MEDICINE" 0.489 "BASIC MED" 0.676
"HYPERTENSION IN PREGNANCY" 0.483 "BASIC MED" 0.677
"NEUROPATHOLOGY" 0.483 "BASIC MED" 0.678
"AAPS PHARMSCITECH" 0.482 "BASIC MED" 0.679
"EUROPEAN NEUROLOGY" 0.48 "BASIC MED" 0.68
"CLINICAL CHILD PSYCHOLOGY AND PSYCHIATRY" 0.477 "BASIC MED" 0.68
"FISH PHYSIOLOGY AND BIOCHEMISTRY" 0.477 "BASIC MED" 0.681
"ENVIRONMENTAL TOXICOLOGY" 0.474 "BASIC MED" 0.682
"PHARMACOPSYCHIATRY" 0.473 "BASIC MED" 0.683
"SCIENCE & JUSTICE" 0.473 "BASIC MED" 0.684
"PATHOBIOLOGY" 0.472 "BASIC MED" 0.685
"CLINICAL ANATOMY" 0.47 "BASIC MED" 0.686
"JOURNAL OF CLINICAL PHARMACY AND THERAPEUTICS" 0.47 "BASIC MED" 0.687
"APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK" 0.469 "BASIC MED" 0.687
"CLINICAL AUTONOMIC RESEARCH" 0.469 "BASIC MED" 0.688
"JOURNAL OF ORAL PATHOLOGY & MEDICINE" 0.468 "BASIC MED" 0.689
"COGNITIVE NEURODYNAMICS" 0.467 "BASIC MED" 0.69
"FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT" 0.465 "BASIC MED" 0.691
"TISSUE ANTIGENS" 0.465 "BASIC MED" 0.692
"CLINICAL NEUROPHARMACOLOGY" 0.462 "BASIC MED" 0.693
"NEUROLOGICAL SCIENCES" 0.462 "BASIC MED" 0.694
"BEHAVIORAL DISORDERS" 0.461 "BASIC MED" 0.694
"CLINICAL PSYCHOLOGIST" 0.461 "BASIC MED" 0.695
"DRUG DELIVERY" 0.459 "BASIC MED" 0.696
"JOURNAL OF INFECTION AND CHEMOTHERAPY" 0.459 "BASIC MED" 0.697
"APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY" 0.457 "BASIC MED" 0.698
"JOURNAL OF MEMBRANE BIOLOGY" 0.456 "BASIC MED" 0.699
"ARCHIVES OF PHARMACAL RESEARCH" 0.453 "BASIC MED" 0.7
"DARU-JOURNAL OF PHARMACEUTICAL SCIENCES" 0.452 "BASIC MED" 0.701
"JOURNAL OF FAMILY VIOLENCE" 0.452 "BASIC MED" 0.701
"HISTOLOGY AND HISTOPATHOLOGY" 0.451 "BASIC MED" 0.702
"CURRENT PHARMACEUTICAL BIOTECHNOLOGY" 0.45 "BASIC MED" 0.703
"INDIAN JOURNAL OF MEDICAL RESEARCH" 0.45 "BASIC MED" 0.704
"JOURNAL OF LIPOSOME RESEARCH" 0.45 "BASIC MED" 0.705
"ACTA NEUROLOGICA BELGICA" 0.447 "BASIC MED" 0.706
"CURRENT NEUROVASCULAR RESEARCH" 0.447 "BASIC MED" 0.707
"JOURNAL OF FOOD AND DRUG ANALYSIS" 0.447 "BASIC MED" 0.708
"FUNDAMENTAL & CLINICAL PHARMACOLOGY" 0.445 "BASIC MED" 0.708
"INTERNATIONAL JOURNAL OF GYNECOLOGICAL PATHOLOGY" 0.445 "BASIC MED" 0.709
"JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES" 0.445 "BASIC MED" 0.71
"EUROPEAN JOURNAL OF MEDICAL RESEARCH" 0.444 "BASIC MED" 0.711
"JOURNAL OF CLINICAL NEUROSCIENCE" 0.441 "BASIC MED" 0.712
"JOURNAL OF PHYSIOLOGY AND PHARMACOLOGY" 0.44 "BASIC MED" 0.713
"SCANDINAVIAN JOURNAL OF CLINICAL & LABORATORY INVESTIGATION" 0.439 "BASIC MED" 0.714
"TOXICOLOGY RESEARCH" 0.439 "BASIC MED" 0.715
